index,Location_id,address_1,address_2,city,state,zip,county,location_source_value,latitude,longitude,address_type,state_abbr,flag,geometry,ZCTA5CE20,NAMELSAD_COUNTY_20,county_match
19886,96460,4200 Mountain Vista St.,,Las Vegas,Nevada,89121,Clark County,"4200 MOUNTAIN VISTA ST., LAS VEGAS, NV 89121",36.11266362224144,-115.07267165000388,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.0726716500039 36.11266362224144),89121,Clark County,1
19889,96491,5100 N. Thornton Street,,Clovis,New Mexico,88101,Curry County,"5100 N. THORNTON STREET, CLOVIS, NM 88101",34.45157168536711,-103.21618849332964,Street Address,NM,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-103.2161884933296 34.45157168536711),88101,Curry County,1
19893,96498,11938 South Lone Peak Parkway,,Draper,Utah,08402,Salt Lake County,"11938 SOUTH LONE PEAK PARKWAY, DRAPER, UT 84020",40.5168376208226,-111.89245293199488,Street Address,UT,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-111.8924529319949 40.5168376208226),08402,Salt Lake County,1
19897,96504,731 W 3600 S,,Bountiful,Utah,08401,Davis County,"731 W 3600 S, BOUNTIFUL, UT 84010",40.84999869591897,-111.8997057912583,Street Address,UT,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-111.8997057912583 40.84999869591897),08401,Davis County,1
19900,96531,14109 E. Chickensprings Rd.,,Wikieup,Arizona,08536,Mohave County,"14109 E. CHICKENSPRINGS RD., WIKIEUP, AZ 85360",34.7054931551356,-113.61523471022043,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-113.6152347102204 34.7054931551356),08536,Mohave County,1
19902,96536,12015-B Tivoli St Ne,,Albuquerque,New Mexico,87111,Bernalillo County,"12015-B TIVOLI ST NE, ALBUQUERQUE, NM 87111",35.12289471368772,-106.505159806358,Street Address,NM,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-106.505159806358 35.12289471368772),87111,Bernalillo County,1
19905,96538,1255 Kenton St,,Aurora,Colorado,08001,Arapahoe County,"1255 KENTON ST, AURORA, CO 80010",39.735478342812094,-104.86036330041618,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.8603633004162 39.73547834281209),08001,Arapahoe County,1
19910,96590,1401 West Geddes Avenue,,Littleton,Colorado,08012,Arapahoe County,"1401 WEST GEDDES AVENUE, LITTLETON, CO 80120",39.586937968120914,-105.00364215918869,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.0036421591887 39.58693796812091),08012,Arapahoe County,1
19914,96603,Us Hwy 191,,Chinle,Arizona,86503,Apache County,"US HWY 191, CHINLE, AZ 86503",36.157837801352734,-109.58171108106698,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.581711081067 36.15783780135273),86503,Apache County,1
19916,96608,Box Butte 85,,Orovada,Nevada,89425,Humboldt County,"BOX BUTTE 85, OROVADA, NV 89425",41.56916440629175,-117.78152915061888,PO Box,NV,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-117.7815291506189 41.56916440629175),89425,Humboldt County,1
19918,96621,"3500 W Gilmore Ave, N",,Las Vegas,Nevada,89032,Clark County,"3500 W GILMORE AVE, N LAS VEGAS, NV 89032",36.22944774021075,-115.1858720680996,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.1858720680996 36.22944774021075),89032,Clark County,1
19920,96639,5761 E. Brown Rd.,,Mesa,Arizona,85205,Maricopa County,"5761 E. BROWN RD., MESA, AZ 85205",33.43737923096155,-111.7062399197696,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-111.7062399197696 33.43737923096155),85205,Maricopa County,1
19922,96646,3350 West 99Th Avenue,,Westminster,Colorado,08003,Adams County,"3350 WEST 99TH AVENUE, WESTMINSTER, CO 80030",39.8751815482013,-105.0313766689138,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.0313766689138 39.8751815482013),08003,Adams County,1
19924,96647,1600 Florence St,,Aurora,Colorado,08001,Adams County,"1600 FLORENCE ST, AURORA, CO 80010",39.74316596388706,-104.87081697830948,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.8708169783095 39.74316596388706),08001,Adams County,1
19932,96686,503 4Th St,,Hatton,North Dakota,05824,Traill County,"503 4TH ST, HATTON, ND 58240",47.64150600376795,-97.45997014617636,Street Address,ND,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-97.45997014617636 47.64150600376795),05824,Traill County,1
19935,96699,1415 Wildcat Ln,,Custer,South Dakota,05773,Custer County,"1415 WILDCAT LN, CUSTER, SD 57730",43.76720260894034,-103.60287339274171,Street Address,SD,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-103.6028733927417 43.76720260894034),05773,Custer County,1
19937,96721,"5302 Goldfield St, N",,Las Vegas,Nevada,89031,Clark County,"5302 GOLDFIELD ST, N LAS VEGAS, NV 89031",36.25613465810016,-115.13828670670196,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.138286706702 36.25613465810016),89031,Clark County,1
19940,96730,755 Fulton St,,Aurora,Colorado,08001,Arapahoe County,"755 FULTON ST, AURORA, CO 80010",39.72849390903089,-104.87117134572276,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.8711713457228 39.72849390903089),08001,Arapahoe County,1
19942,96741,700 South 11Th St,,Lovington,New Mexico,08826,Lea County,"700 SOUTH 11TH ST, LOVINGTON, NM 88260",32.941864877904024,-103.36270110207204,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-103.362701102072 32.94186487790402),08826,Lea County,1
19944,96743,North Us Hwy 163 Mustang Blvd,,Kayenta,Arizona,86033,Navajo County,"NORTH US HWY 163 MUSTANG BLVD, KAYENTA, AZ 86033",36.72646365019087,-110.24108722963658,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-110.2410872296366 36.72646365019087),86033,Navajo County,1
19945,96745,2301 Se Willard St.,,Milwaukie,Oregon,97222,Clackamas County,"2301 SE WILLARD ST., MILWAUKIE, OR 97222",45.4415498290854,-122.6378379753145,Street Address,OR,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-122.6378379753145 45.4415498290854),97222,Clackamas County,1
19948,96762,"5400 Ziegler Road, Fort",,Collins,Colorado,80528,Larimer County,"5400 ZIEGLER ROAD, FORT COLLINS, CO 80528",40.514555591225374,-105.01563304228104,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-105.015633042281 40.51455559122537),80528,Larimer County,1
19949,96765,651 Sen. Chastain Dr.,,Kearny,Arizona,85137,Pinal County,"651 SEN. CHASTAIN DR., KEARNY, AZ 85137",33.06222821879138,-110.91073067184774,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-110.9107306718477 33.06222821879138),85137,Pinal County,1
19951,96783,695 S Orchard Dr,,Bountiful,Utah,08401,Davis County,"695 S ORCHARD DR, BOUNTIFUL, UT 84010",40.88162821218248,-111.87142697433625,Street Address,UT,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-111.8714269743362 40.88162821218248),08401,Davis County,1
19955,96819,3615 Second St.,,Thatcher,Arizona,85552,Graham County,"3615 SECOND ST., THATCHER, AZ 85552",32.85064811566666,-109.7604032333419,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-109.7604032333419 32.85064811566666),85552,Graham County,1
19956,96827,315W. 5Th Street,,Bowie,Arizona,85605,Cochise County,"315W. 5TH STREET, BOWIE, AZ 85605",32.325267331896946,-109.48986051898537,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-109.4898605189854 32.32526733189695),85605,Cochise County,1
19958,96831,BLDG 25000TH KAFB EAST,, ALBUQUERQUE,New Mexico,87116,Bernalillo County,"BLDG 25000TH KAFB EAST, ALBUQUERQUE, NM 87116",35.05891606117457,-106.55592021192338,,NM,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-106.5559202119234 35.05891606117457),87116,Bernalillo County,1
19961,96840,Highway 163,,Kayenta,Arizona,86033,Navajo County,"HIGHWAY 163, KAYENTA, AZ 86033",36.72579620292056,-110.24525476127631,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-110.2452547612763 36.72579620292056),86033,Navajo County,1
19965,96876,4220 S. Ravenwood,,Las Vegas,Nevada,89147,Clark County,"4220 S. RAVENWOOD, LAS VEGAS, NV 89147",36.11221376691442,-115.24783151608888,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.2478315160889 36.11221376691442),89147,Clark County,1
19966,96880,1313 1/2 N Main Street,,Madison,Nebraska,68748,Madison County,"1313 1/2 N MAIN STREET, MADISON, NE 68748",41.84381042472672,-97.45589839830214,Street Address,NE,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-97.45589839830214 41.84381042472672),68748,Madison County,1
19972,96893,222 East 4Th Avenue,,Afton,Wyoming,08311,Lincoln County,"222 EAST 4TH AVENUE, AFTON, WY 83110",42.7247859276756,-110.92712405531542,Street Address,WY,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-110.9271240553154 42.7247859276756),08311,Lincoln County,1
19976,96941,8030 Irving Street,,Westminster,Colorado,08003,Adams County,"8030 IRVING STREET, WESTMINSTER, CO 80030",39.84237910714975,-105.0289754272436,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.0289754272436 39.84237910714975),08003,Adams County,1
19980,96947,995 Grape Street,,Denver,Colorado,08022,Denver County,"995 GRAPE STREET, DENVER, CO 80220",39.73229203224982,-104.92493164912833,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.9249316491283 39.73229203224982),08022,Denver County,1
19982,96966,2550 Dorset Drive,,Colorado Springs,Colorado,08091,El Paso County,"2550 DORSET DRIVE, COLORADO SPRINGS, CO 80910",38.81245659723445,-104.78165977655377,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.7816597765538 38.81245659723445),08091,El Paso County,1
19983,96969,7800 E. 133Rd Avenue,,Thornton,Colorado,80602,Adams County,"7800 E. 133RD AVENUE, THORNTON, CO 80602",39.93758627708933,-104.8971292591071,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-104.8971292591071 39.93758627708933),80602,Adams County,1
19987,96973,2701 West 136Th Street,,Broomfield,Colorado,08002,Broomfield County,"2701 WEST 136TH STREET, BROOMFIELD, CO 80020",39.94411454131925,-105.01952122481688,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.0195212248169 39.94411454131925),08002,Broomfield County,1
19989,96977,"5550 Milan Peak St, N",,Las Vegas,Nevada,89081,Clark County,"5550 MILAN PEAK ST, N LAS VEGAS, NV 89081",36.260950280301714,-115.0903418583922,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.0903418583922 36.26095028030171),89081,Clark County,1
19990,96996,87 N. 700 E.,,Provo,Utah,84606,Utah County,"87 N. 700 E., PROVO, UT 84606",40.23513212104959,-111.64764482780934,Street Address,UT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-111.6476448278093 40.23513212104959),84606,Utah County,1
19991,96998,Canyon Rd,,Huntington,Utah,84528,Emery County,"CANYON RD, HUNTINGTON, UT 84528",39.336291108212855,-110.97323528672172,Ambiguous,UT,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-110.9732352867217 39.33629110821285),84528,Emery County,1
19992,97028,5151 S. Avenue 39E,,Roll,Arizona,85347,Yuma County,"5151 S. AVENUE 39E, ROLL, AZ 85347",32.75137635681956,-113.96958180270984,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-113.9695818027098 32.75137635681956),85347,Yuma County,1
19993,97042,Rte 15,,Leupp,Arizona,86035,Coconino County,"45 MI E ON INDIAN RTE 15, LEUPP, AZ 86035",35.29828100910724,-111.00932441874497,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-111.009324418745 35.29828100910724),86035,Coconino County,1
19994,97050,Navajo Route 13,,Lukachukai,Arizona,86507,Apache County,"NAVAJO ROUTE 13, LUKACHUKAI, AZ 86507",36.41647269190336,-109.23011846937706,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.2301184693771 36.41647269190336),86507,Apache County,1
19995,97051,714 24 1/2 Road,,Grand Junction,Colorado,81505,Mesa County,"714 24 1/2 ROAD, GRAND JUNCTION, CO 81505",39.09764646082845,-108.5979713521154,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-108.5979713521154 39.09764646082845),81505,Mesa County,1
19996,97061,505 S. Pioche Hwy,,Ely,Nevada,89301,White Pine County,"505 S. PIOCHE HWY, ELY, NV 89301",39.23878195468957,-114.86743564831906,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-114.8674356483191 39.23878195468957),89301,White Pine County,1
20000,97070,5050 East 19Th Avenue,,Denver,Colorado,08022,Denver County,"5050 EAST 19TH AVENUE, DENVER, CO 80220",39.74535861065806,-104.9293576188888,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.9293576188888 39.74535861065806),08022,Denver County,1
20001,97071,520 Welker Ave.,,Mead,Colorado,80542,Weld County,"520 WELKER AVE., MEAD, CO 80542",40.23256126467683,-105.00205358383016,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-105.0020535838302 40.23256126467683),80542,Weld County,1
20006,97084,2610 N 20Th St East,,Omaha,Nebraska,06811,Douglas County,"2610 N 20TH ST EAST, OMAHA, NE 68110",41.28220999013812,-95.9053122577264,Street Address,NE,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-95.90531225772639 41.28220999013812),06811,Douglas County,1
20007,97097,Deerfield Colony,,Lewistown,Montana,59457,Fergus County,"DEERFIELD COLONY, LEWISTOWN, MT 59457",47.260169173892606,-109.67438625795184,Ambiguous,MT,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.6743862579518 47.26016917389261),59457,Fergus County,1
20008,97100,Highway 264,,Ganado,Arizona,86505,Apache County,"HIGHWAY 264, GANADO, AZ 86505",35.7106627303251,-109.53785886736016,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-109.5378588673602 35.7106627303251),86505,Apache County,1
20012,97135,"150 W Rome Blvd, N",,Las Vegas,Nevada,89084,Clark County,"150 W ROME BLVD, N LAS VEGAS, NV 89084",36.28124226208584,-115.14115124729342,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.1411512472934 36.28124226208584),89084,Clark County,1
20017,97210,515 N. Sante Fe,,Fountain,Colorado,80817,El Paso County,"515 N. SANTE FE, FOUNTAIN, CO 80817",38.68657286495077,-104.7058391530506,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-104.7058391530506 38.68657286495077),80817,El Paso County,1
20021,97234,Hwy 264 Mp 396,,Keams Canyon,Arizona,86034,Navajo County,"HWY 264 MP 396, KEAMS CANYON, AZ 86034",35.81628203088943,-110.30717697140211,Ambiguous,AZ,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-110.3071769714021 35.81628203088943),86034,Navajo County,1
20023,97244,Pinon Street,BDG 1419,Shiprock,New Mexico,08742,San Juan County,"PINON STREET BDG 1419, SHIPROCK, NM 87420",36.80438967194829,-108.69730230684046,Ambiguous,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-108.6973023068405 36.80438967194829),08742,San Juan County,1
20025,97278,155 W. Main Street,,Duchesne,Utah,84021,Duchesne County,"155 W. MAIN STREET, DUCHESNE, UT 84021",40.163999298692914,-110.40453082401837,Street Address,UT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-110.4045308240184 40.16399929869291),84021,Duchesne County,1
20027,97307,1300 S. Ave. 64E,,Dateland,Arizona,85333,Yuma County,"1300 S. AVE. 64E, DATELAND, AZ 85333",32.80676870164925,-113.5414587924411,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-113.5414587924411 32.80676870164925),85333,Yuma County,1
20033,97328,1151 Newport Street,,Denver,Colorado,08022,Denver County,"1151 NEWPORT STREET, DENVER, CO 80220",39.73359942808185,-104.90981369100612,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.9098136910061 39.73359942808185),08022,Denver County,1
20034,97341,3900 W. Spruce Street,,Silver Springs,Nevada,89429,Lyon County,"3900 W. SPRUCE STREET, SILVER SPRINGS, NV 89429",39.39073989902796,-119.28583705399384,Street Address,NV,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-119.2858370539938 39.39073989902796),89429,Lyon County,1
20036,97368,510 N. 650 E.,,Beaver,Utah,84713,Beaver County,"510 N. 650 E., BEAVER, UT 84713",38.278536352854935,-112.6420802551648,Street Address,UT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-112.6420802551648 38.27853635285494),84713,Beaver County,1
20037,97369,1044 N. 10Th Avenue,,San Luis,Arizona,85349,Yuma County,"1044 N. 10TH AVENUE, SAN LUIS, AZ 85349",32.4982548690214,-114.75318293291976,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-114.7531829329198 32.4982548690214),85349,Yuma County,1
20040,97374,12750 County Road # 7,,Longmont,Colorado,80504,Weld County,"12750 COUNTY ROAD #7, LONGMONT, CO 80504",40.1850111446935,-104.99620560972104,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-104.996205609721 40.1850111446935),80504,Weld County,1
20044,97409,Main St,,Anton Chico,New Mexico,87711,Guadalupe County,"MAIN ST, ANTON CHICO, NM 87711",35.19841111209669,-105.1404978822201,Ambiguous,NM,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-105.1404978822201 35.19841111209669),87711,Guadalupe County,1
20046,97470,235 7Th St. E.,,Eureka,Montana,59917,Lincoln County,"235 7TH ST. E., EUREKA, MT 59917",48.884696820998926,-115.04983366465302,Street Address,MT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-115.049833664653 48.88469682099893),59917,Lincoln County,1
20048,97486,E Hwy 18,,Pine Ridge,South Dakota,05777,Oglala Lakota County,"E HWY 18, PINE RIDGE, SD 57770",43.04754017806436,-102.46032341974376,Ambiguous,SD,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-102.4603234197438 43.04754017806436),05777,Oglala Lakota County,1
20050,97509,8720 Scarborough Drive,,Colorado Springs,Colorado,08092,El Paso County,"8720 SCARBOROUGH DRIVE, COLORADO SPRINGS, CO 80920",38.95920647574641,-104.73612182301233,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.7361218230123 38.95920647574641),08092,El Paso County,1
20054,97537,902 E Broadway,,Solen,North Dakota,05857,Sioux County,"902 E BROADWAY, SOLEN, ND 58570",46.3884934007571,-100.79206708496704,Street Address,ND,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-100.792067084967 46.3884934007571),05857,Sioux County,1
20057,97540,2600 North Brazos,,Hobbs,New Mexico,08824,Lea County,"2600 NORTH BRAZOS, HOBBS, NM 88240",32.729928499872166,-103.12043301669176,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-103.1204330166918 32.72992849987217),08824,Lea County,1
20061,97554,801 W Southern Ave,,Apache Junction,Arizona,08512,Pinal County,"801 W SOUTHERN AVE, APACHE JUNCTION, AZ 85120",33.39218878427092,-111.55608262044235,Street Address,AZ,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-111.5560826204424 33.39218878427092),08512,Pinal County,1
20066,97565,103 Cuba Ave,,Alamogordo,New Mexico,08831,Otero County,"103 CUBA AVE, ALAMOGORDO, NM 88310",32.89266980799576,-105.9480079288384,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.9480079288384 32.89266980799576),08831,Otero County,1
20068,97566,8731 Lowell Boulevard,,Westminster,Colorado,08003,Adams County,"8731 LOWELL BOULEVARD, WESTMINSTER, CO 80030",39.85498493622659,-105.03491298135285,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-105.0349129813528 39.85498493622659),08003,Adams County,1
20071,97605,950 North Eliseo C. Felix Jr.,,Avondale,Arizona,85323,Maricopa County,"950 NORTH ELISEO C. FELIX JR., AVONDALE, AZ 85323",33.44255735725073,-112.33833924396316,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-112.3383392439632 33.44255735725073),85323,Maricopa County,1
20073,97609,750 Arnold,,Holloman Afb,New Mexico,08833,Otero County,"750 ARNOLD, HOLLOMAN AFB, NM 88330",32.83832419662463,-106.07650525934238,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-106.0765052593424 32.83832419662463),08833,Otero County,1
20074,97612,1508 N. 10Th Avenue,,San Luis,Arizona,85349,Yuma County,"1508 N. 10TH AVENUE, SAN LUIS, AZ 85349",32.50521330219781,-114.75339559109696,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-114.753395591097 32.50521330219781),85349,Yuma County,1
20075,97613,Chuska Rd,,Tohatchi,New Mexico,87325,McKinley County,"CHUSKA RD, TOHATCHI, NM 87325",35.858649237772795,-108.75467857360636,Ambiguous,NM,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-108.7546785736064 35.8586492377728),87325,McKinley County,1
20077,97622,192 E. 200 S.,,Pima,Arizona,85543,Graham County,"192 E. 200 S., PIMA, AZ 85543",32.893145679374285,-109.82330339080852,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-109.8233033908085 32.89314567937429),85543,Graham County,1
20078,97625,Ammaachimuua Street,,Crow Agency,Montana,59022,Big Horn County,"AMMAACHIMUUA STREET, CROW AGENCY, MT 59022",45.605159536830136,-107.45852668527309,Ambiguous,MT,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-107.4585266852731 45.60515953683014),59022,Big Horn County,1
20080,97634,14130 W. Mcdowell Rd,,Goodyear,Arizona,85395,Maricopa County,"14130 W. MCDOWELL RD, GOODYEAR, AZ 85395",33.46522803811393,-112.3630748493848,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-112.3630748493848 33.46522803811393),85395,Maricopa County,1
20083,97673,200 West Copper,,Hobbs,New Mexico,08824,Lea County,"200 WEST COPPER, HOBBS, NM 88240",32.733723826248806,-103.1384279031732,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-103.1384279031732 32.73372382624881),08824,Lea County,1
20084,97674,Educational Drive,,La Grange,Wyoming,82221,Goshen County,"EDUCATIONAL DRIVE, LA GRANGE, WY 82221",41.64145521401319,-104.16856923406516,Ambiguous,WY,FAILED DUE TO STREET ADDRESS STARTS WITH LETTER,POINT (-104.1685692340652 41.64145521401319),82221,Goshen County,1
20088,97690,1402 East P Street,,Torrington,Wyoming,08224,Goshen County,"1402 EAST P STREET, TORRINGTON, WY 82240",42.05873132894236,-104.16535074467537,Street Address,WY,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.1653507446754 42.05873132894236),08224,Goshen County,1
20090,97696,615 E. Oak,,Bayfield,Colorado,81122,La Plata County,"615 E. OAK, BAYFIELD, CO 81122",37.24072004910867,-107.59257920827386,Street Address,CO,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-107.5925792082739 37.24072004910867),81122,La Plata County,1
20091,97699,262 N. Morris,,Rock River,Wyoming,82083,Albany County,"262 N. MORRIS, ROCK RIVER, WY 82083",41.742956434122696,-105.96943885960351,Street Address,WY,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-105.9694388596035 41.7429564341227),82083,Albany County,1
20098,97714,379 South 2Nd East,,Rexburg,Idaho,08344,Madison County,"379 SOUTH 2ND EAST, REXBURG, ID 83440",43.81781361031784,-111.77757057303988,Street Address,ID,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-111.7775705730399 43.81781361031784),08344,Madison County,1
20100,97727,1500 University Dr,,Carlsbad,New Mexico,08822,Eddy County,"1500 UNIVERSITY DR, CARLSBAD, NM 88220",32.44169425892345,-104.26470128986008,Street Address,NM,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.2647012898601 32.44169425892345),08822,Eddy County,1
20102,97732,6Th &,,Chappell,Nebraska,69129,Deuel County,"6TH & HAYWARD, CHAPPELL, NE 69129",41.09671540066204,-102.4699670292532,Intersection,NE,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-102.4699670292532 41.09671540066204),69129,Deuel County,1
20104,97739,525 N. 200 W.,,Wellsville,Utah,84339,Cache County,"525 N. 200 W., WELLSVILLE, UT 84339",41.63625825802309,-111.93220718678404,Street Address,UT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-111.932207186784 41.63625825802309),84339,Cache County,1
20107,97757,9125 E Seventh Place,BUILDING 905,Denver,Colorado,08023,Arapahoe County,"9125 E SEVENTH PLACE BUILDING 905, DENVER, CO 80230",39.72739794822529,-104.87790307342524,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.8779030734252 39.72739794822529),08023,Arapahoe County,1
20111,97776,1300 East 7Th St.,,Whitefish,Montana,59937,Flathead County,"1300 EAST 7TH ST., WHITEFISH, MT 59937",48.40603500181521,-114.32353504503264,Street Address,MT,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-114.3235350450326 48.40603500181521),59937,Flathead County,1
20114,97801,643 S 25Th,STE 9,Lincoln,Nebraska,06851,Lancaster County,"643 S 25TH STE 9, LINCOLN, NE 68510",40.80728191015029,-96.68573000740273,Street Address,NE,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-96.68573000740273 40.80728191015029),06851,Lancaster County,1
20116,97817,1104 N. Madison Avenue,,Douglas,Arizona,85607,Cochise County,"1104 N. MADISON AVENUE, DOUGLAS, AZ 85607",31.346214667944,-109.52448071866952,Street Address,AZ,FAILED DUE TO PRESENCE OF SPECIAL CHARACTERS,POINT (-109.5244807186695 31.346214667944),85607,Cochise County,1
20119,97854,10100 East 13Th Ave,,Aurora,Colorado,08001,Arapahoe County,"10100 EAST 13TH AVE, AURORA, CO 80010",39.73595069493406,-104.87064811390069,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.8706481139007 39.73595069493406),08001,Arapahoe County,1
20124,97874,777 West Euclid Avenue,,Littleton,Colorado,08012,Arapahoe County,"777 WEST EUCLID AVENUE, LITTLETON, CO 80120",39.59773703384271,-104.99552079882712,Street Address,CO,FAILED DUE TO NON 5-DIGIT ZIPCODE,POINT (-104.9955207988271 39.59773703384271),08012,Arapahoe County,1
